Wheel sets,21,DMNSGSM01003,Rear Fork ,,Forged and Welded 6061 Aluminum Part,256.4328358,394.5120551
,22,DMWH010001,Front wheel set ,,1.6*19inch  Aluminum+ Off-road tire CM713;80/100-19 49M TT NHS CST ,180.738806,278.0597015
,23,DMNSGWH02001,Rim-Front,,1.6*19inch  Aluminum,148.2985075,228.1515499
,24,DMWH040003,Outer tire-Front,,Off-road tire CM713;80/100-19 49M TT NHS CST ,32.6119403,50.17221584
,25,DMWH040001,Inner tire-Front,,2.75/3.00-19 TR4,5.835820896,8.978185993
,26,DMNSGWH05001,Rim tape-Front,,19inch*W30mm black,1.029850746,1.584385763
,27,DMWH010002,Rear wheel set ,,2.15*18inch  Aluminum+Off-road tire CM734;100/90-18 56M TT NHS CST,203.2238806,312.652124
,28,DMNSGWH02002,Rim-Rear,,2.15*18inch  Aluminum,159.2835821,245.0516648
,29,DMWH040004,Outer tire -Rear,,Off-road tire CM734;100/90-18 56M TT NHS CST,43.94029851,67.60045924
,30,DMWH040002,Inner tire-Rear,,3.00/3.25-18,6.52238806,10.03444317
,31,DMNSGWH05002,Rim tape-Rear,,18inch*W30mm black,1.029850746,1.584385763
,32,DMNSGEC01002,End cap ,,Right & left ( one set ),5.664179104,8.714121699
