Электрика,1,DMNSGEC07002,Мотор,,LD1755XFJ-40KW,622.0298507,956.9690011
,2,DMNSGEC08001,Аккумулятор,,"Greenway 9645; 97V 45Ah",1311,2016.923077
,3,DMNSGEC05002,Контроллер,,"T36, 35 кВт, 96VDC",636.9626866,979.9425947
,4,DMNSGEC06001,Приборная панель,,Кастомная приборная панель,95.60447761,147.0838117
,5,DMNSGEC11001,Звуковой сигнал,,12V-72B-2A,4.634328358,7.129735936
,6,DMNSGEC03001,Датчик боковой подножки,,Стандартный выключатель питания,4.805970149,7.39380023
,7,DMNSGEC27002,Модуль подсветки,,MTO-LEDDR02,38.2761194,58.88633754
,8,EC300003,K-BOX,,,92.34328358,142.0665901
,9,DMNSGEC12001,Фара,,"Фара в сборе, дальний/ближний свет",36.04477612,55.45350172
,10,DMNSGEC13001,Задний фонарь,,"Задний фонарь, стоп-сигнал",8.582089552,13.2032147
,11,DMNSGEC21001,Подсветка левая,,LED-лента,27.80597015,42.77841561
,12,DMNSGEC21002,Подсветка правая,,LED-лента,27.80597015,42.77841561
,13,DMNSGEC01003,Ручка газа,,E100X,31.23880597,48.05970149
,14,DMNSGEC09001,Комбинированный переключатель,,"PRO, сигнал/переключение режимов",29.86567164,45.94718714
,15,DMNSGEC17001,Замок зажигания с ключами,,"Замок зажигания + замок отсека аккумулятора",19.39552239,29.83926521
,16,DMNSGEC16001,Преобразователь DC,,Адаптер DC 12V,39.30597015,60.47072331
,17,DMNSGEC18001,Зарядное устройство,,"96V 15A (113.4V 15A)",200.9925373,309.2192882
,18,DMNSGEC24001,Провод разрядки,,Провод разрядки,38.10447761,58.62227325
,19,DMNSGEC10001,Жгут проводов,,B0061-0007,45.65671642,70.24110218
,20,DMNSGEC25001,Кабель-адаптер аккумулятора,,Кабель-адаптер аккумулятора,14.41791045,22.18140069
