Рама и крепёж,73,SGSM010017,Багажник задний (комплект),,В комплекте винты M8*20 (97010007),115,176.9230769
,74,SGSM010016,Багажник задний,,Багажник задний,32.44029851,49.90815155
,75,97010007,Винт,,нерж. сталь 304; M8*20,1.029850746,1.584385763
,76,SGSM010018,Кронштейн багажника + 4 винта M8*20,,чёрный пескоструйный анодированный,31.06716418,47.7956372
,77,DMNSGSM01004,Тяга рокера,,Тяга рокера задней подвески Surge V,21.97014925,33.80022962
,78,97040002,Игольчатый подшипник,,Для рокера,3.089552239,4.75315729
,79,97040003,Сальник подшипника,,Манжета масляная с каркасом (нитрильная резина),1.029850746,1.584385763
,80,DMNSGSM03013,Втулка,,10*14*L95мм; для тяги рокера,5.149253731,7.921928817
,81,SGSM010019,Маятник,,Маятник задней подвески Surge V,37.93283582,58.35820896
,82,DMNSGSM01005,Маятник + подшипники + сальники + шайбы (комплект),,"Маятник задней подвески Surge V в сборе с подшипниками, сальниками и 6 нейлоновыми шайбами 14*26*2.0мм",25.57462687,39.34557979
,83,DMNSGSM03010,Втулка,,10*14*L38мм; для маятника задней подвески,3.26119403,5.017221584
,84,DMNSGSM03011,Втулка,,10*14*L63мм; для маятника задней подвески,4.462686567,6.865671642
,85,DMNSGSM03012,Втулка,,10*14*L24мм; для маятника задней подвески,2.746268657,4.225028703
,86,SGSM010020,Правая подножка (комплект),,С крепёжной частью и винтами,29.69402985,45.68312285
,87,DMNSGSM01006,Правая подножка,,С крепёжной частью,0,
,88,97010026,Винт крепления подножки,,нерж. сталь 304; M8*16,0,
,89,SGSM010021,Правая подножка,,Без крепёжной части и винтов,18.88,
,90,SGSM010022,Левая подножка (комплект),,С крепёжной частью и винтами,31.06716418,47.7956372
,91,SGSM010023,Левая подножка,,Без крепёжной части и винтов,18.88,
,92,DMNSGSM01007,Левая подножка,,С крепёжной частью,0,
,93,DMNSGSM01008,Подножка боковая,,Для модели Surge V,17.50746269,26.93455798
,94,DMNSGSM03014,Стойка пружины подножки,,⌀9*L24.3мм,3.26119403,5.017221584
,95,DMNSGSM03015,Шпилька подножки резьбовая,,нерж. сталь 304,3.26119403,5.017221584
,96,DMNSGSM11001,Пружина подножки,,сталь,1.373134328,2.112514351
,97,DMNSGSM01009,Крепление заднего тормозного суппорта,,анодированный алюминий,14.93283582,22.97359357
,98,DMNSGSM01010,Крепление переднего тормозного суппорта,,анодированный алюминий,4.97761194,7.657864524
,99,SGSM010024,Крепёж руля,,кованая деталь,9.268656716,14.25947187
,100,DMNSGSM01013,Крепёж прижимной пластины аккумулятора,,чёрный; поверхность: пескоструйная обработка и анодирование,4.462686567,6.865671642
,101,DMNSGSM12001,Руль,,AL6061; 28.6*22.1*3.5T; L810мм,18.70895522,28.78300804
,102,DMNSGSM02001,Лоток аккумулятора,,296*209.97*11мм; листовой металл,14.24626866,21.91733639
,103,DMNSGSM02002,Прижимная пластина аккумулятора,,371.8*150.4*136m; листовой металл,14.41791045,22.18140069
,104,DMNSGSM02003,Передний щиток аккумулятора,,160*160*52мм; листовой металл,9.440298507,14.52353617
,105,DMNSGSM02004,Кронштейн крепления контроллера (верхний),,70.6*14*19мм; листовой металл,2.402985075,3.696900115
,106,DMNSGSM02005,Кронштейн контроллера (нижний правый),,75.54*19.94*39мм; листовой металл,3.089552239,4.75315729
,107,DMNSGSM02006,Кронштейн контроллера (нижний левый),,75.54*19.94*39мм; листовой металл,3.089552239,4.75315729
,108,DMNSGSM02007,Защита мотора,,75.54*19.94*39мм; листовой металл,22.14179104,34.06429392
,109,DMNSGSM02008,Накладка заднего крыла,,79.45*17.15*3мм; листовой металл,2.231343284,3.432835821
,110,DMNSGSM02009,Кронштейн фары,,54*38.3*17.6мм; листовой металл,2.231343284,3.432835821
,111,SGSM030023,Ось заднего колеса + гайка,,полый вал 40Cr + гайка ⌀31,21.62686567,33.27210103
,112,SGSM030024,Средняя ось задней вилки + винт с полукруглой головкой,,полый вал 40Cr; ⌀15*L237; винты M11,22.82835821,35.12055109
,113,DMNSGSM03003,Втулка вала мотора,,нерж. сталь 304; 12.1*16*L51мм,4.97761194,7.657864524
,114,DMNSGSM03004,Втулка оси задней вилки (левая),,нерж. сталь 304; 15.1*19*L75.4мм,6.007462687,9.242250287
,115,DMNSGSM03005,Втулка оси задней вилки (правая),,нерж. сталь 304; 15.1*19*L132.5мм,11.32835821,17.4282434
,116,DMNSGSM03006,Втулка передней оси (левая),,6061; 20.2*26*L21.5мм,4.97761194,7.657864524
,117,DMNSGSM03007,Втулка передней оси (правая),,6061; 20.2*26*L25мм,4.97761194,7.657864524
,118,DMNSGSM03022,Втулка задней оси (левая),,6061; 20.2*26*L27.75мм,5.149253731,7.921928817
,119,DMNSGSM03021,Втулка задней оси (правая),,6061; 20.2*26*L14.5мм,5.149253731,7.921928817
,120,DMNSGSM03016,Штифт прижимной пластины аккумулятора,,нерж. сталь 304; ⌀8*L24мм,2.746268657,4.225028703
,121,DMNSGSM03018,Блок натяжителя цепи (левый),,6061AL; CNC; 52*34.5*16,4.462686567,6.865671642
,122,DMNSGSM03019,Блок натяжителя цепи (правый),,6061AL; CNC; 52*34.5*16,4.119402985,6.337543054
